company,url,page_kind,web_score,aeo_score,selection_reason,crawl_id,group_id,occurrence_id,evaluation_id,rule_id,dimension,category,severity,finding_class,description,remediation,reason_code,analyzer_version,rule_version,stored_evidence,independent_observation,exact_offending_element_schema_heading,verdict,confidence,corrected_replay_outcome,corrected_replay_result,content_sha256,crawl_fetch_time,audit_fetch_time
goodee,https://www.goodeeworld.com/blogs/stories/the-cape-retreat-on-place-preservation-hospitality,article,86.4,50.0,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,77a0b9a8-e8d0-5cad-a7f5-5594a4380b15,9038c63c-c2f3-48d3-8b76-ce7adba1383c,f211181c-87e5-4f74-a475-f76238244710,aeo.editorial_lead_present,aeo,content,low,advisory,Editorial content opens with a substantive lead paragraph.,Add a concise lead that establishes the page topic.,editorial_lead_missing,sh-analyzer-1,sh-rules-1,"{""lead_preview"": """", ""lead_word_count"": 0, ""minimum_words"": 10, ""reason"": ""editorial_lead_missing""}","first primary-content paragraph has 30 words: ""At The Cape, hospitality is rooted in Newfoundland's land, culture, and community. Chef and host Alex Blagdon shares how food, foraging, and storytelling shape a deeper way of experiencing place.""","first primary-content paragraph has 30 words: ""At The Cape, hospitality is rooted in Newfoundland's land, culture, and community. Chef and host Alex Blagdon shares how food, foraging, and storytelling shape a deeper way of experiencing place.""",wrong,high,satisfied,removed_wrong,eac08a0f4926db649aca7f848d06014dc3bb161a1c6ff1047c82a38c4e247ce4,2026-08-31 01:40:35.149860+00:00,2026-08-31T03:48:59.475533+00:00
goodee,https://www.goodeeworld.com/blogs/stories/the-cape-retreat-on-place-preservation-hospitality,article,86.4,50.0,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,a6c06193-39d4-5612-8063-5b254bd5b8bd,7ca0847c-43f3-4d19-a670-3e3f58e3551b,afc82dcb-b96c-4120-aa1a-1018f723d0e8,aeo.heading_hierarchy,aeo,content,medium,defect,Heading levels form a coherent page-kind-independent outline.,Use sequential heading levels to express content hierarchy.,no_primary_headings,sh-analyzer-1,sh-rules-1,"{""levels"": [], ""reason"": ""no_primary_headings""}","primary-content (main) heading levels [1, 1, 6, 6, 6, 6, 2, 2, 3, 3, 3]; skipped transitions: H1 → H6","primary-content (main) heading levels [1, 1, 6, 6, 6, 6, 2, 2, 3, 3, 3]; skipped transitions: H1 → H6",verified,high,missing,retained_verified,eac08a0f4926db649aca7f848d06014dc3bb161a1c6ff1047c82a38c4e247ce4,2026-08-31 01:40:35.149860+00:00,2026-08-31T03:48:59.475533+00:00
goodee,https://www.goodeeworld.com/blogs/stories/the-cape-retreat-on-place-preservation-hospitality,article,86.4,50.0,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,44020652-5dd8-58f3-a2d0-602ef1bc6421,39133715-ec19-41dd-a530-ddaa77ee3d8c,e3373f59-a6d7-40bb-a5eb-1c98264dc89f,aeo.visible_attribution,aeo,citability,medium,defect,Authored content exposes a visible creator name and linked profile.,Add a visible creator byline linked to a stable profile or biography.,declared_attribution_only,sh-analyzer-1,sh-rules-1,"{""declared_name"": ""Divya Viswanathan"", ""declared_source"": ""structured_data"", ""reason"": ""declared_attribution_only"", ""visible_name"": """", ""visible_profile_url"": """"}","No visible creator name + linked profile found (name='Braeden King and Erik McLean. The Cape Retreat', profile='')","No visible creator name + linked profile found (name='Braeden King and Erik McLean. The Cape Retreat', profile='')",verified,high,partial,retained_verified,eac08a0f4926db649aca7f848d06014dc3bb161a1c6ff1047c82a38c4e247ce4,2026-08-31 01:40:35.149860+00:00,2026-08-31T03:48:59.475533+00:00
goodee,https://www.goodeeworld.com/blogs/stories/the-cape-retreat-on-place-preservation-hospitality,article,86.4,50.0,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,5a14e1b8-5e99-594a-9804-b504dc15f501,caf9af58-1271-408f-8e0a-80c8188e4097,81fed3bb-da0d-450f-b7bd-ee7b32d70ba8,web.accessibility_heading_order,technical,content,medium,defect,Heading levels form a coherent document outline.,Do not skip heading levels when structuring page sections.,,sh-analyzer-1,sh-rules-1,"{""heading_levels"": [1, 1, 6, 6, 6, 6, 2, 2, 3, 3, 3], ""level_skips"": 1}","full-document heading levels [1, 1, 6, 6, 6, 6, 2, 2, 3, 3, 3]; skipped transitions: H1 → H6","full-document heading levels [1, 1, 6, 6, 6, 6, 2, 2, 3, 3, 3]; skipped transitions: H1 → H6",verified,high,,not_replayed,eac08a0f4926db649aca7f848d06014dc3bb161a1c6ff1047c82a38c4e247ce4,2026-08-31 01:40:35.149860+00:00,2026-08-31T03:48:59.475533+00:00
goodee,https://www.goodeeworld.com/blogs/stories/the-cape-retreat-on-place-preservation-hospitality,article,86.4,50.0,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,14578881-f68f-5deb-93fc-3c62ea87ceb7,ef8e300a-f677-49c3-a49c-92183e7affa6,c6d98004-9c25-449c-b193-8c8991422ac9,web.accessibility_image_alt,technical,content,medium,defect,Informative images declare alternative text.,"Add alt text to informative images; use alt="""" for decoration.",,sh-analyzer-1,sh-rules-1,"{""decorative_alt"": 43, ""image_count"": 60, ""missing_alt"": 1}",1 images omit alt: img[20] src=https://cdn.shopify.com/s/files/1/0071/1684/9252/files/EAM06274_1.jpg?v=1785872646,1 images omit alt: img[20] src=https://cdn.shopify.com/s/files/1/0071/1684/9252/files/EAM06274_1.jpg?v=1785872646,verified,high,,not_replayed,eac08a0f4926db649aca7f848d06014dc3bb161a1c6ff1047c82a38c4e247ce4,2026-08-31 01:40:35.149860+00:00,2026-08-31T03:48:59.475533+00:00
goodee,https://www.goodeeworld.com/pages/reviews,case_study_review,100.0,40.0,goodee: alternating aeo_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,aacb605d-947a-54db-8dcd-e37a09b7abeb,e3a8890d-eaf1-4ab6-8324-3934083e67f9,2302b1fc-21b2-4eda-82ed-8aecddc9b4ed,aeo.schema_expected_for_type,aeo,structured_data,low,advisory,Structured data includes a schema.org type expected for the classified page type.,Add the expected schema.org type for this page type (PAGE_KIND_EXPECTED_SCHEMA).,expected_schema_absent,sh-analyzer-1,sh-rules-1,"{""candidate_count"": 0, ""expected_types"": [""Review""], ""found_types"": [""Organization""], ""page_kind"": ""case_study_review"", ""primary_schema_type"": """", ""reason"": ""expected_schema_absent""}",expected one of ['Review']; no expected type in HTTP JSON-LD/microdata (found ['Organization']),expected one of ['Review']; no expected type in HTTP JSON-LD/microdata (found ['Organization']),verified,high,,not_replayed,d59d7e6382682ee14e0162f2628b25e7d8729f302ae2a10cf7544915246ae109,2026-08-31 01:40:39.212868+00:00,2026-08-31T03:49:00.039030+00:00
goodee,https://www.goodeeworld.com/pages/reviews,case_study_review,100.0,40.0,goodee: alternating aeo_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,00e180dc-935f-5fd3-873f-855ba53b693d,f4a33751-c746-4616-aabd-e087b1e24141,cdfede2a-adc8-4101-8c75-d8c971353a2b,aeo.source_support_present,aeo,citability,low,advisory,"Research-sensitive claims attach sources through a bounded references, methodology, citation-marker, or attribution relation.","Attach authoritative sources to the claims they support using a references or methodology section, citation markers, or nearby attribution.",source_support_absent,sh-analyzer-1,sh-rules-1,"{""ambiguous_source_count"": 0, ""attached_source_count"": 0, ""attached_sources"": [], ""context_reasons"": [], ""invalid_source_count"": 0, ""reason"": ""source_support_absent""}",No source/reference/methodology links found in HTTP content,No source/reference/methodology links found in HTTP content,verified,medium,,not_replayed,d59d7e6382682ee14e0162f2628b25e7d8729f302ae2a10cf7544915246ae109,2026-08-31 01:40:39.212868+00:00,2026-08-31T03:49:00.039030+00:00
goodee,https://www.goodeeworld.com/pages/reviews,case_study_review,100.0,40.0,goodee: alternating aeo_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,44020652-5dd8-58f3-a2d0-602ef1bc6421,cabc2c61-a74c-4bab-a409-79a0d1cf6eb8,c97ca54c-a786-491e-94a1-94de3bb7a42f,aeo.visible_attribution,aeo,citability,medium,defect,Authored content exposes a visible creator name and linked profile.,Add a visible creator byline linked to a stable profile or biography.,visible_attribution_absent,sh-analyzer-1,sh-rules-1,"{""declared_name"": """", ""declared_source"": """", ""reason"": ""visible_attribution_absent"", ""visible_name"": """", ""visible_profile_url"": """"}","No visible creator name + linked profile found (name='', profile='')","No visible creator name + linked profile found (name='', profile='')",verified,high,missing,retained_verified,d59d7e6382682ee14e0162f2628b25e7d8729f302ae2a10cf7544915246ae109,2026-08-31 01:40:39.212868+00:00,2026-08-31T03:49:00.039030+00:00
goodee,https://www.goodeeworld.com/collections/new-at-goodee/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige,product,88.1,62.5,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,a6c06193-39d4-5612-8063-5b254bd5b8bd,7fcc1162-56ab-493f-a969-1a07a1c943e5,4e5d300d-847b-4c34-8ff3-d061c1fff22b,aeo.heading_hierarchy,aeo,content,medium,defect,Heading levels form a coherent page-kind-independent outline.,Use sequential heading levels to express content hierarchy.,,sh-analyzer-1,sh-rules-1,"{""levels"": [1, 3, 3, 3, 3, 3, 2], ""skips"": [{""from"": 1, ""to"": 3}]}","primary-content (main) heading levels [1, 3, 3, 3, 3, 3, 2]; skipped transitions: H1 → H3","primary-content (main) heading levels [1, 3, 3, 3, 3, 3, 2]; skipped transitions: H1 → H3",verified,high,missing,retained_verified,fa9c5a75e44ad481dc9741ef9fa874022324d65fb393da5a2f9a6d36a67ded77,2026-08-31 01:40:11.324469+00:00,2026-08-31T03:49:00.594650+00:00
goodee,https://www.goodeeworld.com/collections/new-at-goodee/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige,product,88.1,62.5,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,bc0ef7a7-9e3c-594a-9890-434e2b334c7d,fb0b584b-5e40-4a46-9c23-907a059fa4fb,0159c605-a17b-4e34-80a3-7582bdec2b8f,aeo.offer_freshness_signal,aeo,citability,medium,defect,"Product pages expose dated, currency-qualified Offer evidence.",Expose a currency and an updated timestamp with Offer data.,freshness_signal_missing,sh-analyzer-1,sh-rules-1,"{""currency"": [""USD""], ""offer"": true, ""reason"": ""freshness_signal_missing"", ""timestamp"": """", ""timestamp_source"": """"}",No date/time freshness signal found in HTTP time/meta/JSON-LD fields,No date/time freshness signal found in HTTP time/meta/JSON-LD fields,verified,high,,not_replayed,fa9c5a75e44ad481dc9741ef9fa874022324d65fb393da5a2f9a6d36a67ded77,2026-08-31 01:40:11.324469+00:00,2026-08-31T03:49:00.594650+00:00
goodee,https://www.goodeeworld.com/collections/new-at-goodee/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige,product,88.1,62.5,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,1205e5a3-2540-5544-b5c1-edb1dad10679,d8b40043-f888-49b4-8773-25cf69dd3e5f,3c0441e7-eef7-426b-aff6-8323850f29ca,aeo.product_brand_identity,aeo,citability,medium,defect,Product pages identify the brand or manufacturer.,Expose the product brand or manufacturer in Product markup.,,sh-analyzer-1,sh-rules-1,"{""brands"": []}",No Product brand property or explicit visible Brand marker found in HTTP content,No Product brand property or explicit visible Brand marker found in HTTP content,verified,medium,missing,retained_verified,fa9c5a75e44ad481dc9741ef9fa874022324d65fb393da5a2f9a6d36a67ded77,2026-08-31 01:40:11.324469+00:00,2026-08-31T03:49:00.594650+00:00
goodee,https://www.goodeeworld.com/collections/new-at-goodee/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige,product,88.1,62.5,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,cffced26-32f9-5897-a3bc-80a2561edca5,82da9451-bf68-4d37-8262-832fbb69a502,a1da6000-eef9-4e36-9ec2-0422b5e65244,technical.canonical_conflict,technical,indexability,medium,defect,"Declared canonical URL is a usable consolidation target (absolute, same-origin, and not a different hreflang alternate).",Point the canonical at an absolute same-origin URL. A page that declares hreflang alternates must canonicalise to itself.,,sh-analyzer-1,sh-rules-1,"{""canonical_url"": ""https://www.goodeeworld.com/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige"", ""declared_canonical"": ""https://www.goodeeworld.com/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige"", ""final_url"": ""https://www.goodeeworld.com/collections/new-at-goodee/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige"", ""problem"": ""hreflang_canonical_conflict"", ""self_canonical"": false}",Declared canonical https://www.goodeeworld.com/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige differs from fetched URL https://www.goodeeworld.com/collections/new-at-goodee/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige while hreflang alternates are present,Declared canonical https://www.goodeeworld.com/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige differs from fetched URL https://www.goodeeworld.com/collections/new-at-goodee/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige while hreflang alternates are present,verified,high,,not_replayed,fa9c5a75e44ad481dc9741ef9fa874022324d65fb393da5a2f9a6d36a67ded77,2026-08-31 01:40:11.324469+00:00,2026-08-31T03:49:00.594650+00:00
goodee,https://www.goodeeworld.com/collections/new-at-goodee/products/buddys-dogwear-capri-isola-woven-cotton-dog-collar-beige,product,88.1,62.5,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,5a14e1b8-5e99-594a-9804-b504dc15f501,1e6f079a-8dc5-4b76-ac07-1b673ff34156,917606d6-d9d1-4adf-a10a-c4461ac0a4cf,web.accessibility_heading_order,technical,content,medium,defect,Heading levels form a coherent document outline.,Do not skip heading levels when structuring page sections.,,sh-analyzer-1,sh-rules-1,"{""heading_levels"": [1, 3, 3, 3, 3, 3, 2], ""level_skips"": 1}","full-document heading levels [1, 3, 3, 3, 3, 3, 2]; skipped transitions: H1 → H3","full-document heading levels [1, 3, 3, 3, 3, 3, 2]; skipped transitions: H1 → H3",verified,high,,not_replayed,fa9c5a75e44ad481dc9741ef9fa874022324d65fb393da5a2f9a6d36a67ded77,2026-08-31 01:40:11.324469+00:00,2026-08-31T03:49:00.594650+00:00
goodee,https://www.goodeeworld.com/,homepage,93.2,41.7,goodee: alternating aeo_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,e74117e5-9291-57c7-90e4-50faf5aba50a,4178018e-1f7d-4f0e-8ddb-5a4050546585,88c605f1-01b6-4e1d-a9b1-cdd62e73487a,aeo.entity_value_proposition,aeo,content,low,defect,Entity pages name the entity and state a substantive proposition.,Pair a clear H1 with a concise first explanatory paragraph.,,sh-analyzer-1,sh-rules-1,"{""atoms"": [{""condition"": """", ""evidence"": """", ""name"": ""entity_identity"", ""outcome"": ""missing"", ""required"": true}, {""condition"": ""page_trait:contact_intent"", ""evidence"": false, ""name"": ""contact_path"", ""outcome"": ""not_applicable"", ""required"": true}, {""condition"": ""not_page_trait:contact_intent"", ""evidence"": {""word_count"": 0}, ""name"": ""value_proposition"", ""outcome"": ""missing"", ""required"": true}], ""threshold"": ""all_required""}","HTTP content contains named identity and substantive proposition (1356 visible words; headings=['Extra 20% off Sale', 'New Arrivals', 'Sustainable furniture for children'])","HTTP content contains named identity and substantive proposition (1356 visible words; headings=['Extra 20% off Sale', 'New Arrivals', 'Sustainable furniture for children'])",wrong,medium,satisfied,removed_wrong,a832ac55cba5b1484f18973e24aa316ac885a802fc0f1221a2755b6d7923e4c6,2026-08-31 01:40:02.244904+00:00,2026-08-31T03:49:01.350810+00:00
goodee,https://www.goodeeworld.com/,homepage,93.2,41.7,goodee: alternating aeo_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,a6c06193-39d4-5612-8063-5b254bd5b8bd,b9d3d4c3-0f4e-4718-bb79-7f79e7624ce3,32a2de9c-418b-46dc-8ab4-84e5bf061772,aeo.heading_hierarchy,aeo,content,medium,defect,Heading levels form a coherent page-kind-independent outline.,Use sequential heading levels to express content hierarchy.,no_primary_headings,sh-analyzer-1,sh-rules-1,"{""levels"": [], ""reason"": ""no_primary_headings""}","primary-content (main) heading levels [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2]; no skipped transitions","primary-content (main) heading levels [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2]; no skipped transitions",wrong,high,satisfied,removed_wrong,a832ac55cba5b1484f18973e24aa316ac885a802fc0f1221a2755b6d7923e4c6,2026-08-31 01:40:02.244904+00:00,2026-08-31T03:49:01.350810+00:00
goodee,https://www.goodeeworld.com/,homepage,93.2,41.7,goodee: alternating aeo_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,14578881-f68f-5deb-93fc-3c62ea87ceb7,65c0a6a4-6f1c-424e-91e0-ffa049bc49c4,a795356c-4c94-4868-bad1-8f17db2c3f2d,web.accessibility_image_alt,technical,content,medium,defect,Informative images declare alternative text.,"Add alt text to informative images; use alt="""" for decoration.",,sh-analyzer-1,sh-rules-1,"{""decorative_alt"": 69, ""image_count"": 132, ""missing_alt"": 1}",1 images omit alt: img[93] src=//www.goodeeworld.com/cdn/shop/files/preview_images/4a4cc50f956546b089fd8ff2f984c060.thumbnail.0000000000_small.jpg?v=17,1 images omit alt: img[93] src=//www.goodeeworld.com/cdn/shop/files/preview_images/4a4cc50f956546b089fd8ff2f984c060.thumbnail.0000000000_small.jpg?v=17,verified,high,,not_replayed,a832ac55cba5b1484f18973e24aa316ac885a802fc0f1221a2755b6d7923e4c6,2026-08-31 01:40:02.244904+00:00,2026-08-31T03:49:01.350810+00:00
goodee,https://www.goodeeworld.com/pages/ecobirdy-b2b,other,88.2,,goodee: alternating web_score rank,674a1a91-f435-42ac-bc16-3972eb82ebda,e8644643-9e18-5a09-a6c2-4485f8ce28ae,d2e2f743-7585-42b3-a38b-18a2cf75a86f,e9ba7dbc-ae73-49eb-bd62-547e500daf5c,web.accessibility_form_names,technical,content,high,defect,Form controls have a deterministic accessible name.,Associate each form control with a label or ARIA name.,,sh-analyzer-1,sh-rules-1,"{""control_count"": 14, ""missing_accessible_name"": 1}",0 unnamed of 10 HTTP-visible controls,0 unnamed of 10 HTTP-visible controls,wrong,high,satisfied,removed_wrong,4cdc361595c01470468847c3a63e04979816cd7b7b1675343bdb729e38580030,2026-08-31 01:43:40.646434+00:00,2026-08-31T03:49:02.634490+00:00
