company,url,page_kind,web_score,aeo_score,selection_reason,crawl_id,analysis_id,artifact_id,status_code,final_url,content_type,body_sha256,body_file,headers_file,crawl_completed_at,audit_fetched_at,error
lootcrate,https://lootcrate.com/pages/_go_,other,72.5,,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,791efcaa-eb6b-45b5-80c7-a0254b88c4a0,d9159d55-0539-44de-95e8-d695f1e608cd,,https://lootcrate.com/pages/_go_,text/html,ba986d03d810a73c458077f04573906c613901225666862ec44a403236bb7023,013-79989762e05b1419.html,013-79989762e05b1419.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:06.039189+00:00,
lootcrate,https://lootcrate.com/products/loot-crate,product,76.3,16.1,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,c6b682e2-7ff6-4a3f-8d0b-eae72b437ff1,dbdf2cb0-a93f-4310-afe6-6c28a7029559,,https://lootcrate.com/products/loot-crate,text/html,d81aa58cb328a56692f6b1b8c60320150b5df066171c1f94bf9c63830238e796,014-c7617a6d3f9dbc97.html,014-c7617a6d3f9dbc97.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:06.327388+00:00,
lootcrate,https://lootcrate.com/pages/contact-us,about_contact,76.3,50.0,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,78a8990e-2d22-4445-84e3-5684279472cc,6f42ddb1-3246-4581-aaf3-9a418a75ebcb,,https://lootcrate.com/pages/contact-us,text/html,809a06e1be67628d6429767c28ae82161badb12c2a98b445992a37b52208a6ad,015-49c7f156b704c83d.html,015-49c7f156b704c83d.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:06.667979+00:00,
lootcrate,https://lootcrate.com/collections/quakecon-sale,category,76.3,16.7,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,7be48aeb-e650-4ed3-82eb-a921b39fcc9a,ed9eab56-246e-40de-9bac-ba2f369f1825,,https://lootcrate.com/collections/quakecon-sale,text/html,7007dd6198763d6beccd4995c71024bb4edb6dfa858dac9fc897c3813e53f022,016-a6e456266c1a5318.html,016-a6e456266c1a5318.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:06.999471+00:00,
lootcrate,https://lootcrate.com/blogs/news/contact,article,76.3,25.5,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,44896cb7-9bf4-4298-984b-6b6ccee7a472,17b96d2e-2d4f-44cd-8ea7-ecc56f32d988,,https://lootcrate.com/blogs/news/contact,text/html,6a8b5c1aa773eab4b67c86e5eefd136f4e734402be08da4715ed492f094c2567,017-9143ef97478aba88.html,017-9143ef97478aba88.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:07.263110+00:00,
lootcrate,https://lootcrate.com/,homepage,76.3,25.0,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,df6463f3-1ac2-4d66-a0b4-f995d3814d82,2f33064d-bb82-4c15-ad73-c60e1d0d84f4,,https://lootcrate.com/,text/html,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,018-8383670f7f9d99c8.html,018-8383670f7f9d99c8.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:07.633326+00:00,
lootcrate,https://lootcrate.com/pages/accessibility,trust_policy,76.3,100.0,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,c52436c3-f40b-41b0-95b8-80502700a197,21f4191a-afee-471f-9f13-a562568d08cf,,https://lootcrate.com/pages/accessibility,text/html,6ef769dc4d933c4705ea8790677d78232e7a213e1ac16ab908215f4d2c9c0177,019-497f44f8d09edbb0.html,019-497f44f8d09edbb0.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:07.986306+00:00,
lootcrate,https://lootcrate.com/products/loot-fright,product,76.3,16.1,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,d6322aad-7485-49e3-af8e-9c83e1b2e05d,8e13b58e-3d49-442a-b618-9bb07c47ddba,,https://lootcrate.com/products/loot-fright,text/html,bea7f0087db700472acabad308a3cd7221dee7d6509832816c137bd70e017ba7,020-e321c379f5a3d540.html,020-e321c379f5a3d540.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:08.289779+00:00,
lootcrate,https://lootcrate.com/pages/affiliates,other,72.5,,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,51d5ee70-473f-4a40-9ec8-e54dae7268a6,1f7631b2-cd90-4399-830d-45718183b87e,,https://lootcrate.com/pages/affiliates,text/html,6dc1c836a47f963f65a178c6d2309f45b825779d9a141e2f7d638675c7505c80,021-34d91ad9d494e3bd.html,021-34d91ad9d494e3bd.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:08.570928+00:00,
lootcrate,https://lootcrate.com/products/loot-tees,product,76.3,16.1,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,7b701fd9-153f-4829-9b28-a106dda7675c,15811bc9-e661-44b9-bd59-7cf0baac0c6f,,https://lootcrate.com/products/loot-tees,text/html,d1dcf5e089850351cf9992f5087aa32b3759c8d72306eb2e4a4e27535ce6b1b9,022-12bfa8fa46868e40.html,022-12bfa8fa46868e40.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:08.829969+00:00,
lootcrate,https://lootcrate.com/pages/community,other,72.5,,lootcrate: alternating web_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,bcc4ed75-d3a9-423e-b42f-8fb6edcf4a72,d115819e-b320-4a70-ab03-aceb807896e0,,https://lootcrate.com/pages/community,text/html,ef758638c49d11cbd99dc53574a51d2ea8ed483765d47b6e5f0671e780477b36,023-9f68111c97dc0606.html,023-9f68111c97dc0606.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:09.132578+00:00,
lootcrate,https://lootcrate.com/products/wizarding-world,product,76.3,16.1,lootcrate: alternating aeo_score rank,951b4a75-4c15-402b-99d8-c7c5f2d4a164,6953d78c-dc9f-4eca-a591-36610a656655,b924cf8b-1c6f-49f9-9e51-b2198d064bb9,,https://lootcrate.com/products/wizarding-world,text/html,a9a5901708eebaf3df3e18a4111f9b5bcd7b1c4ec222969ecdc8f613b063ba6e,024-36b76a78bc063f98.html,024-36b76a78bc063f98.headers.json,2026-08-31 02:35:35.763694+00:00,2026-08-31T03:49:09.409953+00:00,
potgang,https://www.potgang.co.uk/products/box-a,product,69.5,69.2,potgang: alternating web_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,ffb48d43-5ce2-4d73-a0c6-deef2326bd7f,32ecdd7f-865e-4ad3-9094-624d62436466,,https://www.potgang.co.uk/products/box-a,text/html,f2cf59ea9ed8dfd78789fc0d74f62a5368be4559a33bb983579177c08640c7b7,025-0b3497488e51a284.html,025-0b3497488e51a284.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:10.223721+00:00,
potgang,https://www.potgang.co.uk/blogs/recipes,article,100.0,18.8,potgang: alternating aeo_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,9388eeba-c123-4a4d-bd98-17d9bc517b29,97d4593c-bfff-4a5b-b38a-9c145c28ecc9,,https://www.potgang.co.uk/blogs/recipes,text/html,a34dbb57a68fff6da557c17fe2b4da1883fab04315115be702ce6b9db5fee906,026-6803fd6c39f5d30f.html,026-6803fd6c39f5d30f.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:11.414423+00:00,
potgang,https://www.potgang.co.uk/pages/next-month,other,72.5,,potgang: alternating web_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,4fb79428-1acd-4f31-8a35-8010d3dd5911,e012b651-2022-46b7-a8d2-8d2677f99178,,https://www.potgang.co.uk/pages/next-month,text/html,be049953b2f4f0ad3c109c8bc83603b881c16c56a40ad6b62f09b63fb98c6008,027-bf9a16ce5afb24f2.html,027-bf9a16ce5afb24f2.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:12.175641+00:00,
potgang,https://www.potgang.co.uk/,homepage,76.3,25.0,potgang: alternating aeo_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,bea1960d-6424-454f-a81e-c3e58fd35d86,d559c18e-2d31-42ed-8df2-63d58d571b5f,,https://www.potgang.co.uk/,text/html,dcff7e77347f07198da0a32039293b553a1ea002c5f697bf58dceaac2a035124,028-96e0f01a835d0430.html,028-96e0f01a835d0430.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:12.993704+00:00,
potgang,https://www.potgang.co.uk/pages/contact-us,about_contact,100.0,71.4,potgang: alternating web_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,fd3bd5d0-e656-4a47-9dc1-6b207d2907a9,a101b4b8-268d-491d-a725-5a7baf6ebda7,,https://www.potgang.co.uk/pages/contact-us,text/html,ee75b66937b823afde771779c5775ab1bc4fafd9fc88719537400d97dd5c16ae,029-63fb5df05db546e6.html,029-63fb5df05db546e6.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:13.820310+00:00,
potgang,https://www.potgang.co.uk/collections/big,category,100.0,72.2,potgang: alternating aeo_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,5e1c31c1-f057-44a3-a09d-48efc08b6b30,891391d3-0466-4cda-ad03-5d21951f7f36,,https://www.potgang.co.uk/collections/big,text/html,b48e8587b957829bd46ace95a6894db262720e38d8b40c7b7899c9214bbd0622,030-fb05041d1005acff.html,030-fb05041d1005acff.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:14.772474+00:00,
potgang,https://www.potgang.co.uk/pages/privacy-policy,trust_policy,100.0,100.0,potgang: alternating web_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,64692d28-ca2f-48b5-8ec8-cd3031607098,f53e93c1-bf68-4fcf-b96f-f86ec2b3adc9,,https://www.potgang.co.uk/pages/privacy-policy,text/html,cf8a5876fadbf7f05516ecdf918c3526037b7973b7005c99787cc4abfe7b303e,031-4a60826a79ad2c8f.html,031-4a60826a79ad2c8f.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:15.696106+00:00,
potgang,https://www.potgang.co.uk/blogs/recipes/cherry-tomato-risotto,article,86.4,18.8,potgang: alternating aeo_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,24f4c5c1-908b-42dd-be4f-81d4e74bbbd7,4cea1830-8dee-4754-a0e0-99f6cbb13978,,https://www.potgang.co.uk/blogs/recipes/cherry-tomato-risotto,text/html,0edaa74f58fcb61a6bda446b9ba46ee0832a63219ee21733ffa36e738ff8582f,032-0988e4506b7f2228.html,032-0988e4506b7f2228.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:16.467076+00:00,
potgang,https://www.potgang.co.uk/products/box-b,product,69.5,69.2,potgang: alternating web_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,eb55345c-04a0-4474-a366-196cc03a6696,654b08b0-167d-4e5a-a95f-bd757c87a802,,https://www.potgang.co.uk/products/box-b,text/html,61701af39b3c839f4fe93a80cec2a55d1274e69bc79e326f8ba32c89cc9beb52,033-deb1098462b8aafd.html,033-deb1098462b8aafd.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:17.255939+00:00,
potgang,https://www.potgang.co.uk/blogs/recipes/gang-gang-mojito,article,86.4,18.8,potgang: alternating aeo_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,dab8d3f1-bdd1-4488-be0b-9705ab979e54,374c54ae-292a-4638-8b61-0321f255a601,,https://www.potgang.co.uk/blogs/recipes/gang-gang-mojito,text/html,a58570ba34148aae467f642823b132502066c7f8c1757c3983eef783cbe1e1df,034-843a15cf74a4a8f2.html,034-843a15cf74a4a8f2.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:19.148398+00:00,
potgang,https://www.potgang.co.uk/products/box-c,product,69.5,69.2,potgang: alternating web_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,8f72430f-5174-42be-8cd6-8dbe2e6259f9,f072f31f-6d69-41f9-a92c-9817a11ba949,,https://www.potgang.co.uk/products/box-c,text/html,a1e9761472dcc7d6f567fad1b4d6b96a80c7be3d51a1d101a63205abd0bf6865,035-4c65c7b5e6c88767.html,035-4c65c7b5e6c88767.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:20.677926+00:00,
potgang,https://www.potgang.co.uk/blogs/recipes/pan-con-tomate,article,86.4,18.8,potgang: alternating aeo_score rank,f20337a1-3b5d-42ea-a5e4-99c24aff186b,99426a03-57f5-49bd-8663-59f3890a760b,7c6e6161-7124-4409-8683-9b2237ef6aed,,https://www.potgang.co.uk/blogs/recipes/pan-con-tomate,text/html,f5869a422e56599343780481fbe72ee415dee9541f917af6d75a1e8f4ebe38a2,036-2dfe494ecc4dfc11.html,036-2dfe494ecc4dfc11.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:22.161920+00:00,
united by blue,https://unitedbyblue.com/collections/best-sellers/products/bison-boot-sock,product,78.0,76.7,united by blue: alternating web_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,1f24d479-0937-4fbb-96fe-6bd16cadcf9d,4d53743d-2e31-48b9-9de5-e36409012d83,,https://unitedbyblue.com/collections/best-sellers/products/bison-boot-sock,text/html,d52fa26b5c6acbe62e7d6c3c8fa46ffcbb98f5aac14d2e747de0e2faa777c3fe,037-7f3687a5feaae0b8.html,037-7f3687a5feaae0b8.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:22.616807+00:00,
united by blue,https://unitedbyblue.com/pages/faq,faq,89.8,30.0,united by blue: alternating aeo_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,aeba0666-a5e8-4dac-87a1-e92ce163f1f0,16da0740-0534-4761-9bb2-61ed69c7ae39,,https://unitedbyblue.com/pages/faq,text/html,ada6f73d20adb92b8f45763203a9f1d2913d1461257be17a3fcc5cb56b7b26d7,038-d20b76cc5dbae701.html,038-d20b76cc5dbae701.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:23.350478+00:00,
united by blue,https://unitedbyblue.com/pages/cleanups-1,other,80.4,,united by blue: alternating web_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,ae888a4c-23fc-4a84-bb82-3092eca0f21b,8942b77d-037b-46fc-987e-84b3e43e1bf0,,https://unitedbyblue.com/pages/cleanups-1,text/html,7819aa550cd43ac693437f1371c81605e09d8c003432e2e6dad751b8d8ad8b30,039-44d7c536f2dec81c.html,039-44d7c536f2dec81c.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:23.684617+00:00,
united by blue,https://unitedbyblue.com/blogs/united-by-blue-journal,article,89.8,41.2,united by blue: alternating aeo_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,57b4cb5a-4e93-4c6b-bed9-7670ffdebd00,85021b18-ae10-4643-8ce9-bc0caf12c375,,https://unitedbyblue.com/blogs/united-by-blue-journal,text/html,8733337940ba855b2d2c874eec38fcb4270a64623a1b990c03469d2cfe7dacc0,040-8654789e0e4621a4.html,040-8654789e0e4621a4.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:23.985687+00:00,
united by blue,https://unitedbyblue.com/,homepage,83.1,41.7,united by blue: alternating web_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,4c09227b-e3b0-4aa8-ba77-23477ffefeee,96c18dc0-ba9c-43f1-b30f-a859165bb55a,,https://unitedbyblue.com/,text/html,7d12fb2a0e3921e7f8a6d0fcdbb8ab5dd12a270d2bcdb64601fb4e00bfdcdef7,041-c18bf4a3a84c049f.html,041-c18bf4a3a84c049f.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:24.316568+00:00,
united by blue,https://unitedbyblue.com/pages/contact-us,about_contact,89.8,42.9,united by blue: alternating aeo_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,0b508acf-78e6-4c3f-bb2c-c67b61e2057d,a07dcb3a-e99e-4a38-9fcd-fbb730770d43,,https://unitedbyblue.com/pages/contact-us,text/html,787d1ae86cfa453516aef008b229a3f4c3b0336378946976f81fed724a9a854f,042-6eca2f98247fc66a.html,042-6eca2f98247fc66a.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:25.227496+00:00,
united by blue,https://unitedbyblue.com/collections/best-sellers/products/heal-the-bay-x-ubb-socal-graphic-tee-all-gender,category,84.7,55.6,united by blue: alternating web_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,dcec2400-0713-4d18-9d39-f3a01a13bb03,38ba08eb-606e-453c-ad4e-56b377f1dc57,,https://unitedbyblue.com/collections/best-sellers/products/heal-the-bay-x-ubb-socal-graphic-tee-all-gender,text/html,9579db499f9dfb8020e7ca8fd221ddda05d731f80cadbe9e4b6028d56f7fe09f,043-e8cec718e8bd86b2.html,043-e8cec718e8bd86b2.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:25.539323+00:00,
united by blue,https://unitedbyblue.com/pages/shipping,service,89.8,42.9,united by blue: alternating aeo_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,58d3b78d-8757-4dc4-9000-3d40a1f7474d,232f2d13-da4d-4705-9f28-60cb4d101673,,https://unitedbyblue.com/pages/shipping,text/html,1da25a16587327d7920c37476578359a695c018e480574fa8adaf71f196336e4,044-0e459adb7898b9cd.html,044-0e459adb7898b9cd.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:25.954156+00:00,
united by blue,https://unitedbyblue.com/pages/collar-leash-bundle,other,80.4,,united by blue: alternating web_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,52ae7665-a2ad-4abd-88e3-aa1c2641c997,930c9483-c232-41b8-ab26-6881787a06a8,,https://unitedbyblue.com/pages/collar-leash-bundle,text/html,abbd2b4af92004ed3d11e0a9eb227e6504a2abb491150329459c70b6746c8ef0,045-21ba8bb2cbc23c0b.html,045-21ba8bb2cbc23c0b.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:26.276954+00:00,
united by blue,https://unitedbyblue.com/pages/size-guide-mens,guide,89.8,50.0,united by blue: alternating aeo_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,5e0940ee-3c6d-4a28-90d2-1ec877aa0653,0d836633-9b61-470b-a03b-77d30a1e2bd1,,https://unitedbyblue.com/pages/size-guide-mens,text/html,8c1084709fceba7caaf5b4e399a681c0ef5d9859c879343a39fea059e5d24763,046-450124f8ca0a0c75.html,046-450124f8ca0a0c75.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:26.573058+00:00,
united by blue,https://unitedbyblue.com/pages/corporate-cleanups,other,80.4,,united by blue: alternating web_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,54e7b6c3-f3db-4fcb-9233-fc5c93b2b087,a48b31b8-f727-47e4-82cc-6723223901c8,,https://unitedbyblue.com/pages/corporate-cleanups,text/html,b4a28b4c054dbf0f9b004ebe1df285af2dff0b320e3518405eb91dc8cfe60e37,047-faeb0e7430ba3029.html,047-faeb0e7430ba3029.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:26.856962+00:00,
united by blue,https://unitedbyblue.com/products/25l-convertible-carryall,product,89.8,66.7,united by blue: alternating aeo_score rank,b4c6b8b5-e3a6-44f9-aa85-80fe5220f5d7,32ec50bf-e06f-4bc5-abc2-71a423e100b2,5adabe46-7c9b-4308-8bee-586e9dd49b4e,,https://unitedbyblue.com/products/25l-convertible-carryall,text/html,22935d5fb88fc528130bfe03fa1867db0e414d0d8855ccd71c775623e7f91490,048-9bb0a02e35c7c91a.html,048-9bb0a02e35c7c91a.headers.json,2026-08-31 03:01:50.100100+00:00,2026-08-31T03:49:27.179313+00:00,
potgang,https://www.potgang.co.uk/products/chocolate-chillies-orange-peppers-rosemary,product,69.5,69.2,global lowest remaining web_score,f20337a1-3b5d-42ea-a5e4-99c24aff186b,a50650fe-606e-4355-8beb-53479fcef4fb,cd83f704-86c8-48ef-8e16-742a6c7eefed,,https://www.potgang.co.uk/products/chocolate-chillies-orange-peppers-rosemary,text/html,adf28c4e297af1574dfcb04fae09c6db101f64fe8bf9fe5f9d6b6baad2d2bc10,049-b90477474d6ef127.html,049-b90477474d6ef127.headers.json,2026-08-31 02:41:49.498688+00:00,2026-08-31T03:49:28.376981+00:00,
